lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;c_0001;p_0001;c_0002;c_0003;v_382;v_1033;v_384;v_1971;v_1972;v_1973;v_1974;v_1975;v_1976;v_1977;v_1978;v_1979;v_1980;v_191;v_192;v_2022;v_217;v_1994;v_1995;v_1996;v_1997;v_1999;v_2000;v_221;v_222;v_223;v_224;v_1935;v_1936;v_1937;v_1938;v_2009;v_225;v_229;v_327;v_230;v_231;v_232;v_233;v_234;v_235;v_236;v_328;v_237;v_238;v_239;v_240;v_241;v_243;v_244;v_245;v_247;v_249;v_250;v_251;v_252;v_254;v_255;v_256;v_258;v_259;v_260;v_261;v_262;v_263;v_264;v_265;v_266;v_267;v_268;v_269;v_271;v_272;v_273;v_274;v_275;v_276;v_339;v_342;v_343;v_344;v_346;v_347;v_287;v_288;v_289;v_290;v_291;v_292;v_293;v_294;v_296;v_297;v_298;v_352;v_299;v_300;v_301;v_302;v_303;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_325;v_315;v_316;v_317;dupl1_v_675;v_318;v_326;browser;referer;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts5544076;rts5544077;rts5544083;rts5544084;rts5544085;rts5544086;rts5544092;rts5544098;rts5544100;rts5544117;rts5544133;rts5544134;rts5544135;rts5544153;rts5544154;rts5544480;rts5544487;rts5544497;rts5544525;rts5544579;rts5544585;rts5544609;rts5544709;rts5544715;rts5544761;rts5544812;rts5544857;rts5546077
715;0;0;31;5544075;-77;2983;6;d9ec9f9ca25b28c29b673740ed5916c0;-66;-66;2;54;4;10;10;10;11;3;2;4;2;4;4;90;40;3;90;4;4;5;5;5;5;10;10;30;5;4;7;3;7;6;5;6;6;4;5;4;7;9;7;2;2;3;5;2;10;7;6;1;7;3;2;5;4;6;7;3;2;1;5;4;11;7;4;10;5;8;3;5;4;5;2;3;5;5;1;4;1;5;4;5;4;4;5;5;4;5;5;5;2;4;5;5;4;3;4;2;5;5;3;3;4;5;4;4;2;5;1;4;140;40;30;50;13;4;1;"Mozilla/5.0 (Windows NT 10.0; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=59bf8d6a7019852a798dc979da7badc6;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,8;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;105c4bb6c61c07fbe1dd49d888f34886;1;0;1592414450;17.06.2020 17:20;17.06.2020 18:10;0000-00-00 00:00:00;22;37;0;157;262;331;0;358;66;0;524;584;640;2979;2947;648;768;1343;1489;1718;1824;2116;2213;2649;2919;2942;2983;1931
716;0;0;31;5544075;-77;661;9;78231f14436bcb09d9d3a3619d455c33;-66;-66;1;51;4;9;9;9;11;3;1;3;4;4;2;90;70;4;50;3;3;3;4;4;5;20;40;30;31;5;4;4;1;5;1;6;7;5;4;6;1;11;7;7;10;5;1;6;1;4;3;1;6;5;2;4;7;3;6;2;5;1;4;7;6;5;1;6;5;10;3;4;3;3;2;2;3;5;3;3;2;5;4;3;3;3;3;4;2;4;4;3;2;4;3;5;5;2;3;2;3;3;2;3;5;4;2;2;1;3;1;4;120;30;31;40;7;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=e8ffa96c22a1757e9c858b2ee146d8af;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;5b2f3dc8ee94960b3e376bb9ad97bcf2;1;0;1592414745;17.06.2020 17:25;17.06.2020 17:36;0000-00-00 00:00:00;5;16;0;57;84;112;0;126;0;28;177;205;228;657;646;233;273;298;378;409;466;539;564;615;634;642;661;498
717;0;0;31;5544075;-77;948;3;72793e9fe14a4d8ceee04ebc2061d97a;-66;-66;2;31;5;3;3;7;3;3;2;3;2;2;3;80;30;3;21;2;2;4;4;6;6;8;30;30;20;1;6;6;1;2;7;5;6;4;3;4;2;8;7;9;10;7;3;8;4;1;4;2;7;5;1;3;6;1;7;2;6;4;3;5;7;8;10;8;9;1;3;3;4;3;2;2;3;2;3;3;3;4;4;4;3;2;4;4;2;4;3;4;1;4;3;5;5;1;4;4;3;3;1;1;3;1;1;1;1;1;1;1;250;10;10;28;1;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=8518514db62ea646339934de3f3d6a3c;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,8;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5544585,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;acba0b4bbeaefb018baa066009267ea8;1;0;1592414873;17.06.2020 17:27;17.06.2020 17:43;0000-00-00 00:00:00;11;22;30;57;102;160;0;181;0;0;336;382;418;943;927;424;459;510;574;618;699;796;829;884;905;924;948;733
718;0;0;31;5544075;-77;581;5;6c12ddba739f0b37c5e1d9c0f503bce1;-66;-66;1;56;6;1;1;4;2;3;1;3;1;1;2;80;80;3;20;2;2;2;2;1;1;10;10;10;21;4;5;5;7;4;8;6;8;2;1;7;2;8;7;3;7;1;1;3;4;6;2;3;1;7;6;4;5;2;1;3;7;6;4;5;8;3;1;8;3;8;3;5;4;3;3;3;3;5;2;2;3;5;5;4;4;5;4;5;1;5;4;5;1;1;3;3;4;3;2;2;1;2;4;5;4;5;1;1;1;1;1;5;0;20;10;31;3;3;2;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=c9554459bdc893d41c85593f5c14dae8;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;13fbefbc8573f800c474d2023f766d1b;1;0;1592414904;17.06.2020 17:28;17.06.2020 17:38;0000-00-00 00:00:00;4;10;0;47;74;101;114;0;22;0;166;186;212;578;567;215;246;275;334;361;400;469;503;539;556;564;581;428
719;0;0;31;5544075;-77;387;4;783da004ec31a4a7ad5367f4586114dd;-66;-66;1;40;5;7;8;8;8;1;1;3;3;3;3;50;50;4;50;3;3;3;3;4;4;1;20;1;100;7;7;7;7;7;7;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;5;1;4;3;2;6;7;2;7;6;5;4;3;1;6;6;6;6;6;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;3;3;5;5;5;5;5;3;3;3;0;50;51;48;10;1;2;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=f6eb39c710c3898914897c88fd3157ae;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;22faeea788589f6435eeafd9073608df;1;0;1592414957;17.06.2020 17:29;17.06.2020 17:35;0000-00-00 00:00:00;5;16;0;61;80;108;0;0;30;0;126;154;165;382;374;172;192;209;245;261;277;293;302;352;365;368;387;283
720;0;0;31;5544075;-77;681;7;d204caeb7eb68a4bc405958570eb1db7;-66;-66;2;27;4;10;10;10;10;3;1;3;4;4;4;30;60;4;61;4;4;4;4;5;5;1;0;30;0;2;1;2;2;2;1;8;7;6;7;7;4;5;7;7;8;8;9;9;7;7;1;5;7;6;4;2;3;7;5;4;2;1;3;6;5;3;8;8;6;6;4;4;3;3;3;3;3;3;3;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;300;44;51;71;1;7;2;"Mozilla/5.0 (X11; CrOS x86_64 12871.102.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.141 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=9e981fe595fe1712932cd5ec2dcab25e;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544497,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;8f67b1c00213aaff6aad033eb03c674e;1;0;1592414973;17.06.2020 17:29;17.06.2020 17:40;0000-00-00 00:00:00;24;43;0;67;91;156;0;0;0;58;189;237;253;678;674;257;313;348;470;489;506;531;542;646;668;671;681;519
721;0;0;31;5544075;-77;836;1;2987cc98c377a6836416286c51d560a1;-66;-66;1;68;8;10;9;10;10;3;3;3;2;2;3;70;50;5;61;3;3;3;3;6;5;10;10;30;30;4;6;4;6;4;2;10;8;3;6;7;1;11;3;6;7;8;7;4;5;1;5;2;7;3;1;4;6;3;7;5;2;1;4;6;10;5;1;11;6;10;3;3;4;4;4;2;3;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;4;5;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;200;30;20;50;4;3;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=ec323049bd5bc9ffd83d62325cd81454;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;7;7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;dd32dbbd7fe1e5460af5e0759982f873;1;0;1592415013;17.06.2020 17:30;17.06.2020 17:44;0000-00-00 00:00:00;2;18;25;63;118;170;0;0;0;0;237;281;327;832;797;331;364;392;464;539;623;687;727;754;780;792;836;674
722;0;0;31;5544075;-77;1295;6;7d920b58b2c2eba10620c0140626925d;-66;-66;2;48;3;8;6;8;9;3;2;3;3;3;3;66;40;3;100;4;4;5;5;6;6;50;69;63;50;4;7;6;6;5;7;5;7;4;4;5;1;11;6;1;1;8;6;4;5;1;3;6;4;1;5;2;7;5;4;3;1;6;2;7;10;7;2;9;6;8;3;5;3;2;3;3;2;4;3;4;3;4;4;4;4;2;3;4;3;5;4;4;3;2;3;5;4;1;3;1;3;3;3;5;4;3;3;3;3;3;2;3;300;41;43;29;9;5;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=be8bb956edd05c4483a312f638286f0e;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,8;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;5a500349ce2dd06a0cf086c917f9d73d;1;0;1592415091;17.06.2020 17:31;17.06.2020 17:53;0000-00-00 00:00:00;4;25;0;69;142;210;0;235;40;0;322;385;472;1286;1267;480;550;583;722;786;854;1030;1074;1149;1251;1260;1295;924
723;0;0;31;5544075;-77;914;8;da0f9050eee342066ceaa41f993e95e7;-66;-66;1;57;4;4;4;3;3;3;2;3;2;3;3;60;60;3;23;1;2;3;3;4;4;2;1;0;0;1;1;1;1;1;7;6;6;6;6;6;1;1;6;7;7;7;5;5;4;1;4;2;6;7;1;3;5;4;6;3;7;1;2;5;11;11;4;11;6;6;3;1;2;3;3;2;3;2;3;2;1;3;4;3;1;3;4;2;3;3;4;3;1;3;3;5;4;3;4;3;3;3;1;1;2;1;1;1;1;1;1;1;50;20;8;10;9;2;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=a0f6a45da7e8950ffb0ecc7df1c97453;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544487,5544487,5544497,5544525,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;9939e2ae7cba7f291d207f88d741bb6e;1;0;1592415338;17.06.2020 17:35;17.06.2020 17:50;0000-00-00 00:00:00;5;21;0;71;120;159;171;0;0;37;229;268;286;909;889;296;376;421;518;560;634;740;784;843;870;883;914;676
724;0;0;31;5544075;-77;657;2;a476987c2ce12d247b228662350f2640;-66;-66;1;57;7;9;9;9;11;3;1;3;4;3;3;89;41;3;100;5;5;5;5;4;5;52;50;30;99;5;7;7;7;7;3;8;9;4;3;7;2;11;4;5;3;7;9;1;6;1;4;1;6;7;2;3;5;5;2;7;1;4;3;6;11;5;3;11;2;11;4;4;4;4;1;2;3;3;2;4;2;4;4;4;3;3;5;3;5;5;5;5;2;4;4;4;4;2;4;3;4;4;5;3;5;5;3;5;3;5;1;4;0;40;50;9;6;6;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";https://mingle.respondi.com/s/1303500/ospe.php?SES=14f1425b1bf6512a44507a21ca143391;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5544585,5544585,5546077,5544609,5544709,5544715,5544715,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;5517406e4c678d40bcf2424ef38b5499;1;0;1592415432;17.06.2020 17:37;17.06.2020 17:48;0000-00-00 00:00:00;5;17;26;55;85;116;127;0;0;0;168;201;218;654;641;223;273;307;375;396;454;520;560;606;630;637;657;486
725;0;0;31;5544075;-77;412;3;d9d1dd66c1673ec2a08d8a1e9b2ec6fe;-66;-66;2;27;7;8;8;8;7;2;2;2;2;3;3;69;63;3;80;4;4;4;4;4;4;50;51;52;51;4;4;4;4;4;3;6;6;6;6;6;4;10;6;8;8;8;10;6;6;1;1;3;6;4;2;5;7;1;6;3;4;2;5;7;6;6;3;7;6;6;3;2;2;2;3;2;2;2;3;2;2;2;2;2;2;3;2;2;3;3;3;3;3;4;4;5;5;3;4;4;4;4;3;4;3;2;3;3;4;3;2;4;0;49;51;50;10;5;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=025b241b71117af357e3ffcc02b3c4ab;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,8;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5546077,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;30f5fa299ec3c31dfcb7055d4c15db2d;1;0;1592415448;17.06.2020 17:37;17.06.2020 17:44;0000-00-00 00:00:00;15;26;33;55;72;96;0;108;0;0;132;146;153;409;401;157;183;223;263;279;305;344;359;385;394;398;412;320
726;0;0;31;5544075;-77;1367;1;721c43c9823a4451cc020bdf78ea53d2;-66;-66;2;39;4;9;6;6;5;3;1;3;4;4;3;80;30;2;90;3;4;5;5;6;7;70;80;80;80;4;6;6;4;5;7;7;8;2;5;5;2;9;8;6;8;1;5;5;1;8;1;2;3;6;5;4;7;2;3;1;6;5;4;7;7;6;2;5;6;7;4;4;3;3;2;3;3;4;1;4;3;3;4;3;4;2;3;5;3;4;4;3;2;3;3;5;5;2;3;2;3;3;3;4;4;3;2;2;5;3;1;3;20;60;40;30;13;5;1;"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=0e4de518b744fd9f03d91350f5e5cb59;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,8;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;70a9b397e94ce0f9d4f6b1f35de5321c;1;0;1592415484;17.06.2020 17:38;17.06.2020 18:00;0000-00-00 00:00:00;6;17;29;68;152;182;0;0;0;0;238;262;302;1364;1353;309;349;380;619;653;708;1232;1261;1314;1341;1349;1367;743
727;0;0;31;5544075;-77;899;9;45fa8fce3b892a9ebf23df5fe98f35f1;-66;-66;2;63;4;11;11;11;11;3;1;3;1;4;3;68;27;5;35;2;3;3;4;5;3;20;11;12;5;2;5;5;7;5;1;6;6;6;6;6;6;6;6;9;9;7;7;5;5;2;2;4;3;7;1;5;6;2;3;5;7;1;4;6;8;7;7;7;7;5;3;4;4;3;3;3;4;4;3;3;3;4;4;4;3;4;4;4;2;4;4;3;1;4;4;5;4;2;3;4;4;4;5;5;5;2;5;3;1;2;1;3;10;19;10;20;11;6;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363";https://mingle.respondi.com/s/1303500/ospe.php?SES=9afa6d8e63e03bba575efb2e15e757b5;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;8;8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544085,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544487,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;2c994b0b4b94c57b805313992b0c74df;1;0;1592415892;17.06.2020 17:44;17.06.2020 17:59;0000-00-00 00:00:00;5;18;0;79;129;197;0;214;0;41;309;345;382;890;874;392;443;476;549;586;643;729;772;830;856;865;899;682
729;0;0;31;5544075;-77;761;4;c6925cfeea01d7caadad0fe22cece434;-66;-66;2;58;4;3;3;1;1;3;1;3;1;3;3;76;26;3;64;1;2;2;2;5;6;10;30;12;4;2;6;5;2;1;2;6;6;6;6;6;2;10;6;7;4;8;7;4;1;1;5;1;7;6;2;3;4;4;7;1;6;3;2;5;9;9;3;5;6;11;4;4;3;5;1;2;3;4;2;4;3;4;4;2;3;3;4;4;3;5;5;4;2;3;4;5;4;1;4;2;3;3;1;4;3;2;2;1;1;2;1;1;20;20;3;30;10;7;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=b3b444d7efa4ad047c71a47818649bd4;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,8;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;425b7326344c57d5ebd7649aae2ca08d;1;0;1592415949;17.06.2020 17:45;17.06.2020 17:58;0000-00-00 00:00:00;4;15;0;58;94;135;0;0;27;0;200;235;272;758;743;281;324;360;432;473;523;608;653;705;728;738;761;558
730;0;0;31;5544075;-77;1855;7;df5a5a28990bf7067ad28ab9398aabb5;-66;-66;1;28;7;9;9;10;10;3;1;4;2;4;4;80;18;3;100;4;5;5;5;7;7;80;80;80;80;7;7;6;7;7;3;7;8;6;4;7;2;11;4;5;5;6;7;2;4;1;6;3;7;1;2;4;5;5;7;3;1;6;2;4;8;7;5;10;5;11;5;5;4;4;2;4;1;4;1;4;4;4;4;5;5;3;5;4;3;5;5;5;5;4;4;5;5;3;3;2;4;4;3;5;5;3;1;5;3;4;1;3;50;60;20;40;2;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=a1f5cc077ac220b0900ff2687054fa35;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;744da1e78305e1b9b8f60126b3afad34;1;0;1592415968;17.06.2020 17:46;17.06.2020 18:17;0000-00-00 00:00:00;5;15;0;169;208;247;0;0;0;34;430;453;468;1850;1842;472;505;530;1521;1554;1607;1694;1746;1804;1829;1839;1855;1640
731;0;0;31;5544075;-77;885;8;f31f4d2bd8c2d8375f6f7ed9a8daeaf0;-66;-66;2;23;7;11;10;11;9;3;1;5;4;4;3;80;69;4;100;2;4;5;5;7;6;60;89;30;81;4;7;7;4;5;1;6;7;4;5;6;2;11;5;10;8;7;6;8;5;1;3;2;5;6;1;7;4;1;5;2;6;4;7;3;6;2;1;7;3;11;4;4;5;4;2;3;4;2;2;4;4;5;3;4;5;4;5;4;3;4;3;5;5;5;5;5;4;2;4;4;4;4;3;2;3;1;2;2;1;4;1;4;30;50;61;10;1;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=1352b4ccf3a1dec2b8a273d925559ff7;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5546077,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;bb0a193ffee021030179e6c20894689d;1;0;1592416009;17.06.2020 17:46;17.06.2020 18:01;0000-00-00 00:00:00;3;23;0;74;126;207;218;0;0;44;295;326;345;879;840;350;424;458;538;575;650;712;739;799;821;836;884;688
732;0;0;31;5544075;-77;831;6;cf899b77b5416206200e17c6c14b8caa;-66;-66;1;26;7;10;10;10;10;3;2;4;4;4;3;80;50;4;100;4;5;5;5;6;6;90;85;75;90;7;7;5;6;6;2;8;9;5;4;8;2;11;4;3;2;10;8;2;6;1;7;3;6;1;2;4;5;6;4;7;1;5;2;3;7;6;2;10;5;11;4;4;4;5;1;3;2;4;2;5;3;5;5;5;5;2;5;5;3;5;5;5;5;4;4;5;4;3;4;2;5;5;4;4;4;1;1;4;3;4;1;4;140;50;30;20;11;6;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;2;2,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;c2cfafb63bda1c7ee0fad3e3f7158871;1;0;1592416033;17.06.2020 17:47;17.06.2020 18:01;0000-00-00 00:00:00;5;16;0;84;115;149;0;161;28;0;290;318;336;826;790;340;399;427;514;560;597;671;705;755;777;785;831;625
733;0;0;32;5544075;-77;-1;8;b225f33186f07e5e27334b4beff843e3;-66;-66;1;34;6;7;8;8;8;3;3;3;3;3;3;60;60;3;50;2;2;2;2;4;4;20;20;10;0;1;6;5;1;5;1;6;7;5;5;6;3;10;5;9;8;5;4;5;5;1;3;1;6;7;4;2;5;3;6;1;7;5;2;4;8;7;3;7;7;7;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;2;5;5;5;1;2;2;3;2;3;300;20;15;30;2;4;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 OPR/68.0.3618.165";https://mingle.respondi.com/s/1303500/ospe.php?SES=c9270f44fd8041d0e5618f7b62eef900;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;7f37462750711a614e2b27ed055568ce;1;0;1592416035;17.06.2020 17:47;17.06.2020 21:19;0000-00-00 00:00:00;29;37;0;202;253;307;321;0;0;54;337;654;684;12735;12727;697;747;765;7665;12610;12639;12652;12659;12699;12718;12724;12737;12647
