lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;c_0001;p_0001;c_0002;c_0003;v_382;v_1033;v_384;v_1971;v_1972;v_1973;v_1974;v_1975;v_1976;v_1977;v_1978;v_1979;v_1980;v_191;v_192;v_2022;v_217;v_1994;v_1995;v_1996;v_1997;v_1999;v_2000;v_221;v_222;v_223;v_224;v_1935;v_1936;v_1937;v_1938;v_2009;v_225;v_229;v_327;v_230;v_231;v_232;v_233;v_234;v_235;v_236;v_328;v_237;v_238;v_239;v_240;v_241;v_243;v_244;v_245;v_247;v_249;v_250;v_251;v_252;v_254;v_255;v_256;v_258;v_259;v_260;v_261;v_262;v_263;v_264;v_265;v_266;v_267;v_268;v_269;v_271;v_272;v_273;v_274;v_275;v_276;v_339;v_342;v_343;v_344;v_346;v_347;v_287;v_288;v_289;v_290;v_291;v_292;v_293;v_294;v_296;v_297;v_298;v_352;v_299;v_300;v_301;v_302;v_303;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_325;v_315;v_316;v_317;dupl1_v_675;v_318;v_326;browser;referer;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts5544076;rts5544077;rts5544083;rts5544084;rts5544085;rts5544086;rts5544092;rts5544098;rts5544100;rts5544117;rts5544133;rts5544134;rts5544135;rts5544153;rts5544154;rts5544480;rts5544487;rts5544497;rts5544525;rts5544579;rts5544585;rts5544609;rts5544709;rts5544715;rts5544761;rts5544812;rts5544857;rts5546077
281;0;0;31;5544075;-77;1953;6;19c3292b74bf555deb938ab2a0e2779a;-66;-66;1;19;6;5;7;6;6;3;3;3;3;3;3;50;52;3;50;3;3;3;3;4;4;50;51;46;56;4;4;4;4;4;7;6;6;7;4;6;2;10;6;6;6;6;6;6;6;6;1;3;2;6;4;7;5;5;1;3;7;4;6;2;6;5;6;5;6;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;50;50;50;9;5;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 OPR/68.0.3618.165";https://mingle.respondi.com/s/1303500/ospe.php?SES=61df3387dc6f77f8556e999fc173de2b;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;1;1,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544715,5544715,5544761,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;3f48548691bf8d0e5e063f9263b08225;1;0;1592391372;17.06.2020 10:56;17.06.2020 11:28;0000-00-00 00:00:00;2;1599;0;1622;1627;1637;0;1788;1616;0;1797;1805;1809;1950;1947;1813;1832;1847;1886;1898;1902;1912;1916;1933;1939;1943;1953;1907
282;0;0;32;5544075;-77;-1;4;6cc12ff25bc047035bdefb5552b87a55;-66;-66;1;40;4;8;6;7;7;3;4;4;3;3;3;41;35;4;45;3;3;4;4;3;3;51;68;33;45;3;2;3;3;4;1;6;6;6;7;5;6;7;8;8;6;5;5;6;7;8;1;6;4;3;7;2;5;1;3;4;7;6;2;5;5;3;5;8;7;4;2;3;2;3;4;4;3;3;4;3;3;4;4;3;4;3;3;2;2;2;3;2;2;4;2;3;5;2;3;2;3;2;4;1;3;1;3;3;3;3;3;4;10000;40;40;40;9;6;1;"Mozilla/5.0 (Windows NT 6.1; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=1bb0362b5353f435ad5bcc510880f9fe;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;adb84bdcf521d97b5eb5eae9df02ca54;1;0;1592391374;17.06.2020 10:56;17.06.2020 11:56;0000-00-00 00:00:00;7;14;0;318;582;1408;0;0;217;0;1417;1428;3474;3606;3603;3477;3490;3506;3528;3546;3552;3568;3577;3590;3597;3600;3609;3560
283;0;0;31;5544075;-77;1091;6;5edd56120b21e26f218ca9fb5eeec523;-66;-66;1;54;6;11;11;11;11;3;2;3;4;5;5;90;60;5;100;3;4;4;5;6;7;60;60;90;100;7;7;7;7;7;2;7;8;5;5;9;2;11;4;9;8;10;8;2;6;1;5;4;7;3;1;2;6;4;5;7;3;6;1;2;9;6;2;10;5;11;4;4;4;5;2;3;2;4;1;5;3;5;4;5;5;3;5;5;4;5;4;3;1;4;4;4;5;3;3;2;5;5;5;5;5;5;4;4;1;2;2;3;0;40;21;50;3;4;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 OPR/68.0.3618.165";https://mingle.respondi.com/s/1303500/ospe.php?SES=26e2db22a7fa764846586383baf7bf2c;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;d85709d90387baa58417df8a961880e0;1;0;1592391406;17.06.2020 10:56;17.06.2020 11:14;0000-00-00 00:00:00;9;25;0;71;124;182;0;204;42;0;287;337;360;1086;1054;368;448;509;625;703;778;886;937;994;1035;1049;1091;822
284;0;0;31;5544075;-77;1282;2;06145ebb8740116de0ea003099a1a377;-66;-66;1;60;5;10;10;11;11;3;1;3;4;3;3;60;40;5;100;4;4;5;5;6;6;80;20;20;80;6;7;5;7;7;3;8;9;6;5;8;3;11;4;8;8;8;10;5;8;1;7;4;6;3;5;1;2;6;3;4;2;7;1;5;10;9;4;10;4;11;3;5;3;5;4;2;2;5;4;5;5;2;5;5;5;5;5;5;3;5;5;5;4;3;4;2;2;2;2;2;4;4;5;5;4;4;5;5;1;5;4;4;0;60;30;60;15;3;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=35ffba35fdaddc67fdfc255d3a9abe40;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;6;6,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;3258a956777abc52c5843f29873d4b82;1;0;1592391408;17.06.2020 10:56;17.06.2020 11:18;0000-00-00 00:00:00;14;32;85;141;213;267;285;0;0;0;381;438;471;1276;1249;480;542;604;749;813;912;1051;1102;1176;1222;1240;1282;968
285;0;0;31;5544075;-77;455;9;aecc9fc4dd1473b7c2307b247f14643c;-66;-66;2;33;7;10;11;11;11;2;1;5;4;3;3;75;60;5;90;3;4;4;5;3;3;49;50;49;50;4;7;7;7;7;3;8;9;5;6;7;3;11;6;8;7;6;10;8;5;1;7;2;6;5;1;3;4;7;6;1;4;5;2;3;9;7;3;10;5;11;5;5;4;5;1;3;1;4;2;5;3;5;5;5;3;3;4;5;2;4;5;4;4;5;5;5;5;3;4;3;4;4;3;3;5;3;1;4;1;4;1;4;20;40;39;30;9;1;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=6c39e08fa77d937d1486b33eacaee50a;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544135,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;547eb3b149c34b4cfd1dfc5cdf100e9d;1;0;1592391425;17.06.2020 10:57;17.06.2020 11:04;0000-00-00 00:00:00;3;10;0;41;67;88;0;101;0;25;138;152;176;453;447;179;209;235;283;302;329;375;394;426;437;443;456;351
286;0;0;31;5544075;-77;1661;3;b2daa1665b92e9b975e0b584c0611934;-66;-66;1;59;3;3;8;6;4;3;1;3;2;3;2;41;21;2;81;4;4;4;4;5;3;12;2;21;10;4;5;5;5;4;1;7;8;5;4;6;2;11;8;10;9;7;1;6;5;1;7;1;5;6;3;2;4;7;5;1;4;6;2;3;11;5;1;8;5;9;3;3;4;3;3;3;4;3;3;3;2;4;3;2;2;2;3;3;2;3;3;3;3;4;2;4;3;2;2;3;2;3;2;2;3;2;2;3;3;3;2;2;400;30;10;11;9;7;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=6975993c011cb62266f82086ec6ac44b;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;8ce3da50ef8876961980e71621c71025;1;0;1592391429;17.06.2020 10:57;17.06.2020 11:24;0000-00-00 00:00:00;4;18;24;83;132;614;0;660;0;0;824;922;941;1656;1633;957;1016;1126;1263;1311;1353;1455;1501;1568;1603;1624;1661;1386
288;0;0;31;5544075;-77;554;8;719e7ba018c9eebb93f646a53abec0e7;-66;-66;1;52;4;4;5;5;5;2;1;2;1;2;2;60;38;2;8;1;1;1;1;3;3;0;1;1;0;1;4;4;2;1;6;4;5;2;1;7;1;8;7;1;2;1;1;5;1;6;3;2;1;7;6;4;5;4;1;3;7;5;2;6;4;1;1;9;1;9;3;1;2;2;3;2;3;2;3;1;1;2;4;2;1;4;3;2;3;2;1;1;1;1;4;4;3;2;3;1;2;2;1;1;1;3;1;1;1;1;1;2;500;41;31;0;10;7;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.98 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=d3f1f129daa1f0dfea911ee417d803a6;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;852c5420085dc53f31173441d400535e;1;0;1592391431;17.06.2020 10:57;17.06.2020 11:06;0000-00-00 00:00:00;3;17;0;46;65;98;109;0;0;28;148;167;187;551;539;191;220;250;307;332;376;438;467;509;528;535;554;401
289;0;0;31;5544075;-77;1272;1;4a57869affbdb595e605dbe2a4e9f53f;-66;-66;2;66;6;9;9;10;7;3;2;3;1;4;3;70;79;5;70;4;3;4;4;2;2;45;43;51;56;2;5;5;5;6;8;6;6;5;5;4;2;9;6;5;7;6;4;4;6;1;4;1;7;6;2;5;3;3;7;1;2;5;6;4;8;9;3;5;7;6;4;4;3;5;2;4;3;5;2;2;3;2;4;4;3;3;4;4;4;4;4;3;1;3;2;5;4;3;4;2;3;3;3;5;4;3;3;3;3;3;1;3;8000;60;40;30;9;5;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363";https://mingle.respondi.com/s/1303500/ospe.php?SES=2bbeb92de3c8e57f55a517e285cb12df;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;6;6,8;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;f05f11a4ead49e6ec73cb775fb7d5185;1;0;1592391446;17.06.2020 10:57;17.06.2020 11:18;0000-00-00 00:00:00;7;22;31;172;344;408;0;0;0;0;608;660;685;1265;1246;694;731;766;851;907;994;1088;1139;1196;1229;1240;1272;1040
290;0;0;31;5544075;-77;814;6;075d50d4a38014bc75a209dbfc81cc48;-66;-66;1;60;4;9;9;10;10;2;1;3;4;3;4;75;20;5;70;3;3;4;4;5;6;40;40;40;10;4;5;5;7;7;6;7;7;6;4;4;3;8;8;1;2;1;1;1;7;8;3;4;2;7;5;1;6;5;3;2;7;4;1;6;11;7;2;11;7;9;3;4;3;4;5;4;5;4;4;3;2;4;4;4;4;3;5;5;2;5;5;5;1;1;4;5;5;1;4;1;5;5;3;5;3;1;1;1;1;1;1;1;100;50;10;10;1;3;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362";https://mingle.respondi.com/s/1303500/ospe.php?SES=1d0b89e89d4fe117d1d54cd52ef2c03f;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;6;6,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;e795704cdf974ca4c74cda8e595c71a5;1;0;1592391473;17.06.2020 10:57;17.06.2020 11:11;0000-00-00 00:00:00;5;21;0;60;95;135;0;151;34;0;206;240;268;810;796;274;336;374;470;522;584;668;703;758;783;792;814;618
291;0;0;31;5544075;-77;984;4;4551d1327554e148cb0db88501445c2c;-66;-66;1;58;3;11;10;10;11;2;1;4;4;4;5;90;50;4;71;2;3;3;3;1;4;10;30;20;5;4;7;7;4;7;6;6;6;5;4;6;1;9;6;6;8;7;2;8;1;10;5;2;4;6;1;3;7;4;2;3;7;1;5;6;9;6;11;5;5;8;5;5;4;4;5;3;4;5;2;4;4;5;5;5;3;5;5;5;2;5;5;3;1;4;5;1;5;2;4;3;4;4;3;5;5;5;3;4;2;2;1;3;150;50;50;70;13;4;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=4c6004277e754ee648b63ca1998f5529;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5544585,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;e327be0edb8937a1063f9bc81aa615d4;1;0;1592391504;17.06.2020 10:58;17.06.2020 11:14;0000-00-00 00:00:00;16;39;0;92;149;218;0;0;51;0;291;336;376;977;945;408;460;494;566;625;684;767;817;886;923;940;984;722
292;0;0;31;5544075;-77;273;2;2883b9cca1de8f340ededffe1e1477e6;-66;-66;1;46;4;6;5;7;7;3;3;2;4;3;4;49;33;3;50;2;4;3;3;4;5;49;45;70;58;3;5;5;4;5;7;7;7;6;5;7;4;11;6;7;5;8;5;4;7;1;7;1;2;4;6;3;5;6;7;4;2;1;5;3;8;6;4;8;6;7;2;4;3;3;3;2;3;3;4;3;2;4;4;3;3;3;3;2;4;4;3;4;3;2;3;2;2;4;3;3;3;4;3;2;3;4;4;3;4;2;2;2;250;50;60;53;2;4;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36 Edg/83.0.478.45";https://mingle.respondi.com/s/1303500/ospe.php?SES=4aea360c692309c83ca164ebf2924d97;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544133,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5544585,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;f714addbe353989c7d3203d694d80290;1;0;1592391510;17.06.2020 10:58;17.06.2020 11:03;0000-00-00 00:00:00;2;11;21;29;35;41;63;0;0;0;77;93;98;269;264;104;129;158;187;206;216;230;238;254;258;261;273;222
293;0;0;31;5544075;-77;1357;7;7addb6fb7830bce99f93e04eb4e73411;-66;-66;2;41;7;10;10;10;11;1;2;1;3;4;4;76;50;4;90;3;3;4;4;4;4;10;10;14;10;3;7;7;7;7;7;7;7;4;6;7;2;10;6;7;7;7;6;3;4;1;2;1;3;6;4;5;7;1;4;2;5;7;3;6;7;6;3;11;7;6;3;4;5;3;3;4;3;4;3;4;3;4;4;4;4;3;4;5;3;4;3;2;1;4;4;5;3;2;3;3;4;4;4;5;4;2;4;2;2;5;1;4;10;40;16;10;5;3;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=402fb9eb33385fbce6b0eee02961e9a0;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544487,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;19ebca9f5b24cfedb30464a5c8e75d8b;1;0;1592391530;17.06.2020 10:58;17.06.2020 11:21;0000-00-00 00:00:00;25;78;0;574;615;654;0;0;0;544;704;812;831;1352;1337;858;923;1015;1073;1127;1166;1231;1260;1301;1327;1333;1357;1187
294;0;0;31;5544075;-77;725;1;829f2650f0c47c180bfc7e0a1c83b5bb;-66;-66;1;39;7;9;10;10;8;4;5;4;4;5;4;82;82;5;81;2;3;3;3;2;3;72;82;74;54;2;6;6;5;7;2;7;7;6;5;6;2;10;6;9;8;10;8;7;7;1;6;1;7;3;2;4;5;6;7;1;3;5;2;4;8;6;3;6;6;10;4;5;4;4;2;3;4;5;2;5;4;4;5;5;4;3;5;4;5;4;4;4;2;3;4;5;5;2;4;3;4;4;4;3;4;4;3;5;2;4;1;4;15000;45;50;39;11;7;2;"Mozilla/5.0 (Windows NT 6.1; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=3c8710c06bb1cf1b4d2a6bb043f5b619;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,7;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544086,5544087,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;2069768e4e0916d6646b58e279ef8f34;1;0;1592391531;17.06.2020 10:58;17.06.2020 11:10;0000-00-00 00:00:00;69;75;82;86;104;118;0;0;0;0;145;157;406;722;716;409;436;457;510;535;579;615;645;679;703;713;725;588
295;0;0;31;5544075;-77;2816;9;78483f7f61dc87974411f5dd1e19b2e0;-66;-66;1;46;3;11;11;11;11;3;3;3;4;4;3;90;60;5;70;4;5;5;5;5;4;59;50;69;40;1;7;4;2;1;2;6;7;5;3;6;2;9;6;9;10;8;7;6;6;2;3;1;5;7;2;4;6;3;4;2;7;1;5;6;9;6;2;6;11;11;1;4;3;5;1;3;4;5;1;4;1;5;5;3;4;5;5;5;3;4;3;3;3;5;5;5;4;2;5;5;5;5;1;1;5;5;2;3;1;3;1;4;80;80;60;50;7;5;2;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Safari/605.1.15";https://mingle.respondi.com/s/1303500/ospe.php?SES=3d84e0af920faf60266b185461c65160;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4,7;5544076,5544077,5544077,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544134,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;6d8ff410d85b53e618c06ce3b223435f;1;0;1592391534;17.06.2020 10:58;17.06.2020 11:45;0000-00-00 00:00:00;2;685;0;1180;1193;1214;0;1236;0;1057;1246;2369;2386;2813;2790;2391;2431;2461;2537;2570;2634;2696;2717;2772;2781;2785;2816;2661
296;0;0;32;5544075;-77;-1;3;5318d4ed3251c8b5696a715120c23c8e;-66;-66;1;49;7;1;1;1;1;1;1;1;1;1;1;52;63;1;70;3;3;3;3;4;4;1;1;1;2;4;6;6;7;7;8;10;11;9;8;9;1;11;1;1;1;1;1;1;1;1;5;7;6;2;3;1;4;2;7;1;3;6;5;4;11;11;11;11;6;11;4;5;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;4;4;4;2;2;2;2;3;3;3;3;3;3;3;3;3;3;150;50;50;50;10;4;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=bc69a9ca28e5bba64ab6b77048d1107e;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;4;4;5544076,5544077,5544078,5544080,5544082,5544083,5544099,5544116,5544084,5544085,5544085,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544609,5544609,5544709,5544715,5544715,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;0;0;-77;-77;2db8b714372b50e19b134ba958f7ec86;1;0;1592391597;17.06.2020 10:59;18.06.2020 14:05;0000-00-00 00:00:00;8;18;25;32;97217;97235;0;97248;0;0;97259;97274;97291;97516;97512;97296;97323;97341;97378;97402;97419;97463;97477;97499;97503;97509;97520;97442
297;0;0;31;5544075;-77;1502;5;fbc91e42ec07ce5e9b96c2fe7c31f7d9;-66;-66;1;62;7;10;9;11;11;3;2;3;4;4;3;93;70;5;99;5;5;5;5;7;7;10;25;0;50;7;7;7;7;7;3;9;10;6;6;9;3;11;4;2;2;5;9;1;10;1;5;3;7;1;2;4;6;5;7;3;1;2;4;6;7;7;3;8;5;11;4;5;5;5;3;3;1;5;3;5;1;5;5;5;5;5;5;5;3;5;5;4;1;3;5;1;1;1;5;3;5;5;5;5;5;5;3;5;4;3;1;5;50;50;50;50;3;2;2;"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:76.0) Gecko/20100101 Firefox/76.0";https://mingle.respondi.com/;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;6;6,7;5544076,5544077,5544077,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;1;1;0;-77;-77;b2a408828bb348698e257f501b044fa4;1;0;1592391622;17.06.2020 11:00;17.06.2020 11:25;0000-00-00 00:00:00;9;29;0;88;434;503;515;0;43;0;581;658;706;1491;1464;712;780;832;915;983;1083;1228;1317;1393;1442;1458;1502;1134
298;0;0;32;5544075;-77;-1;8;b0a5a3be50ce21de0df05f683121700f;-66;-66;2;32;6;8;3;10;9;3;1;3;1;1;1;80;41;5;99;4;5;5;5;7;4;11;10;70;60;4;7;7;5;7;3;7;8;6;4;8;1;11;4;1;1;6;10;7;9;1;4;2;6;3;1;5;7;4;5;3;1;2;6;7;11;7;3;6;6;7;4;4;5;5;3;3;5;4;3;4;2;4;5;5;4;3;5;4;2;5;5;5;1;1;3;5;5;2;4;2;4;5;3;5;5;5;5;5;1;4;2;4;200;30;11;0;7;6;2;"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0";https://mingle.respondi.com/s/1303500/ospe.php?SES=b58a525206f1761af1d163fdfae37966;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;3;3,8;5544076,5544077,5544078,5544080,5544082,5544099,5544116,5544117,5544084,5544085,5544086,5544087,5544092,5544093,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;1;0;-77;-77;4d8779289a6b0cfd77991589c1f26372;1;0;1592391628;17.06.2020 11:00;17.06.2020 11:55;0000-00-00 00:00:00;19;33;0;98;2477;2536;2555;0;0;59;2617;2658;2692;3297;3271;2701;2754;2789;2875;2930;3001;3106;3150;3227;3253;3264;3302;3040
300;0;0;31;5544075;-77;1077;6;d0dba2e263eabe15d49030b9908e52a9;-66;-66;1;59;4;9;7;10;11;2;1;1;1;1;4;70;20;5;39;3;4;3;4;2;2;0;0;0;0;1;7;7;7;1;7;6;6;6;11;6;6;11;1;1;1;1;1;1;1;1;4;2;7;6;3;1;5;4;7;2;6;3;1;5;6;6;6;6;6;6;1;3;3;2;2;3;2;3;2;1;1;3;3;3;3;3;4;1;2;2;2;2;1;1;1;5;1;1;3;1;1;2;3;5;5;1;1;1;1;1;1;3;12000;30;29;30;3;3;1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.98 Safari/537.36";https://mingle.respondi.com/s/1303500/ospe.php?SES=132a1cb2aad0a00c77fd64ab30939789;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;5;5,7;5544076,5544077,5544078,5544080,5544082,5544099,5544100,5544116,5544084,5544085,5544086,5544087,5544093,5544098,5544133,5544134,5544135,5544480,5544487,5544497,5544525,5544579,5544585,5546077,5544609,5544709,5544715,5544761,5544812,5544154,5544153,5544857,5544075;0;0;0;-77;-77;80c717ee48bc4a3355c7084300c2d52b;1;0;1592391703;17.06.2020 11:01;17.06.2020 11:19;0000-00-00 00:00:00;4;12;0;54;90;116;0;131;26;0;190;235;413;1063;1056;421;448;468;544;567;830;928;960;1016;1033;1051;1077;871
